processed,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
quarterback wreck every time,1,0,1,0,0,0,0,0
guess small girly not know works frighten though big un,0,0,0,1,0,0,0,0
not account follow offended,1,0,1,0,0,1,0,0
heard thought ether ex just posted facebook pic snuggling said cat just angry,1,0,1,0,0,0,0,0
geometry today hannah started crying laughter m canning said pp laughing loud,0,0,0,0,1,0,0,1
lifetime laughter expense death bachelor,0,1,0,0,1,0,0,0
andrew hand start shaking ays hope die like right,0,0,0,1,0,1,0,0
got kidding anu firm responded sent contact details terrible customerexperience,1,0,1,0,0,0,0,0
just play rapper delight 15 minute kip,0,1,0,0,1,0,0,0
get shit wrath winter nowhere,1,1,1,1,0,1,0,0
think like queen queen not afraid fail failure another steppingstone greatness oprah winfrey,0,1,0,0,1,0,0,1
anxiety playing around help,0,0,0,1,0,1,0,0
funny everyone came life like far cheerful self confident could make 3abla kaml fg2a kda,0,1,0,0,1,0,0,0
kind dr home work today nightmare dailyfeels,0,0,1,1,0,1,0,0
laughing loud senior year would get early dismal work study boss know happened next,0,1,0,0,0,1,1,0
rt need one back whole cd hard one rage flew rhyme flow n 1 speak dollar,1,0,1,0,0,0,0,0
not feel bad rejoicing itnis always colt nation even 6th string db playing,0,1,0,0,1,1,0,0
depressing week full rain ever laughing loud,0,0,0,0,0,1,0,0
not know much more bloody pout take,1,0,1,0,0,1,0,0
trying not stay playing madden 2k 17 just so addict,1,1,0,0,1,0,0,1
shake fry,0,1,1,1,0,1,0,0
game day minus 14 30 relentless,1,1,0,0,1,0,0,0
watching paranormal activity ghost dimension not sure feel yet horror,0,1,0,1,0,0,1,0
thought funny too maybe not coincidence green must official color optimism,0,1,0,0,1,0,0,0
yeah dude appreciate support notorious abc peep grateful,0,1,0,0,1,0,0,1
people irritate,1,1,1,0,0,1,0,0
bout ta get nervous icantholdmybreaththatlong,0,1,0,1,0,1,0,0
no kind offended ask,1,0,1,0,0,0,0,0
pride prejudice modern day keeping kardashians never so offended life,1,0,1,0,0,0,0,0
today reached 100 subscriber yt happy goodday thankful,0,1,0,0,1,0,0,0
depression,0,0,1,0,0,1,0,0
moment bring meet best friend nervous freak thefriendtest,0,1,0,1,0,1,0,0
laughing loud caste even whole village dy massali like not chaudhry so cheer massali,0,0,0,0,1,0,0,0
day not know heart beat depression,0,1,0,0,0,1,0,0
got hour go back work cantsleep excited,0,1,0,0,1,0,0,0
nicest way tell someone cheerfully whistling outside apartment door end continue whistle,1,0,1,0,0,0,0,0
another loss city cup next cmon united,1,0,0,0,1,1,0,0
offend,1,0,1,0,0,0,0,0
normal people scare,0,0,0,1,0,0,0,0
go going blow serious money not know sa sacrifice willing make,0,1,0,1,1,0,0,0
lordderply like yugioh animated show,0,1,0,0,1,0,0,1
go follow beautiful snowgang princess fitness bodyposi haircut whitegirlwednesday,0,0,0,0,1,0,0,1
promised would not li tweet brought furious action win,1,0,0,0,0,0,0,0
well flipping great flipping standstill freeway stepofftheledge youvegottobekiddingme,1,0,0,0,1,0,0,0
people like see happy exterior not hopelessness sometimes feel inside anxiety anxietyprobz,0,1,0,1,0,1,0,0
twd come soon,0,0,0,0,0,0,0,0
no police credentials litigator nothing more no experience sad trump puppet felon bully jersey4sale,1,0,1,0,0,1,0,0
not think ever get used 6 30 alarm,0,1,1,0,0,1,0,0
yep laughing loud,0,1,0,0,1,0,0,0
body say fuck bitch not sleeping sleep cantsleep drained restless,1,0,1,0,0,0,0,0
one favorite song brother real talk rage,1,0,1,0,1,0,0,0
yesterday history tomorrow amystery today gift call present livelife humbleness smile live,0,1,0,0,1,0,0,0
well heyday too afraid expecting 1st baby reckon aged 15 gulp so old,0,1,0,1,1,1,1,1
getting comedic relief season premiere modern family just girl need hilarious,0,0,0,0,1,0,0,0
fly fit rage not fair,1,0,1,0,0,1,0,0
spent 2 fucking hour still not get damn siva fragment fellwinters peak mountain angry,1,0,0,0,0,0,0,0
nothing worse uber driver not drive,1,0,1,0,0,1,0,0
afraid ame things,0,1,0,1,0,1,0,0
understand not pleasing ear not want so so tired,1,0,0,0,0,1,0,0
glad not watch smackdown not see men lose sohurt,0,1,0,0,0,1,0,0
see eliminate hanging tongue campaign dismal failure,1,1,1,0,0,1,0,0
liam too distant make mourn,0,1,0,0,0,1,0,0
aid talking will uncontrollable animal moving another link comment not help fuming,1,0,1,0,0,0,0,0
ever use like smiling realized good teeth look witout braces,0,1,0,0,1,0,0,0
grumbled atop ushi bar stool crossing arms defiantly playful gesture though gave anyone gt,1,0,1,0,0,0,0,0
quite simply worst airline worstairline ever used appauling dismal beyondajoke useless,1,0,1,0,0,0,0,0
fuckin love incense fuck,1,0,0,0,1,0,0,0
sa tip everyone stop offended end offended quit youredumb liveyourownlife,1,1,1,0,1,0,0,0
trust lose wallet call lifeguard swimmer social early vc,1,1,0,0,0,1,1,1
charlie attempted suffocate cushion cheering so much great news,0,0,0,0,1,0,0,0
love made feel bad scared dark,0,0,1,1,1,1,0,1
told therapist dance team unhappy,0,0,1,0,0,1,1,0
not shaking no ass not ask liquor rule 1,1,0,1,0,0,0,0,0
despite sharing neill article saddens gazza case seems more fury entence remark,1,0,1,1,0,1,0,0
walking dead mr robot american horror story merlin,0,0,0,1,0,0,0,0
people so offended kendall end photo shoot like seriously shut fuck,1,0,1,0,0,0,0,0
shamefull unequal dangerous worrying world li nowadays terrifying charlotte terrorism shitworldforourkids,1,0,1,1,0,0,0,0
lvg bribed ref utd personal revenge foul prick,1,0,1,0,0,0,0,0
exhilarating last minute overtime c h2016,0,0,0,0,1,0,0,0
second episode ahs 6 go panic,0,0,0,1,0,0,0,0
just lack company liveliness make bored,0,0,0,0,0,1,0,0
freaking hate working word phone write writing writerslife writerproblems writer,1,0,1,0,0,0,0,0
not kill bee dying alarming rate,1,0,0,1,0,1,0,0
not mention gra guy stop let u 2 people front go freak blood boiling,1,0,1,0,0,0,0,0
erykah badu sedate,0,0,0,0,1,0,0,1
thought pretty solid gpa kin major look average dpt program feel even more discouraged,0,0,1,0,0,1,0,0
irritation not found corpse,1,0,1,0,0,1,0,0
incredible anthony weiner caught chasing busty milkmaid across park double speed jaunty music play,0,0,0,0,0,0,1,0
background suffered bit time stress always bit shy 8 years ago aged 30 made redundant started,0,1,0,1,0,1,0,0
future must bright freak,0,1,0,0,1,0,0,0
not type flee adversity discourage always stand strong paint,0,1,0,0,1,0,0,1
panic attack could not find twitter turn twitter jerk still see nyssa alghul panic,0,1,0,1,0,1,0,0
ciara asks sci fi movie julie jen just stare claire phone joey bolt cab honk lmao,0,1,0,0,1,0,0,1
rather forlorn scanning witch house resting back elphie grimmerie gone,0,0,0,1,0,1,0,0
2 wks ago playing pokemon not paying attention placed elbow rail 3 inch no sting,0,0,0,0,0,0,0,0
oh god crying hahahaha ikaw talaga tagagising ko haha shet set alarm forgot turn awake so,0,0,0,0,1,1,1,0
sometimes worst place head quote worstenemy depression thinktoomuch,1,1,1,1,0,1,0,0
stop press said proposed something racist,1,0,1,0,0,0,0,0
everton not playing fume day,1,0,1,0,1,1,0,0
thirsty thursday means time rage get ready tonight personal hydration book 305 912 4937 itslit miami,1,0,0,0,1,0,0,0
not cheer jigaboo,0,0,1,0,0,0,0,0
47 unarmed black killed white cop 2015 many die every month chicago,1,0,1,1,0,1,0,0
although not expect trumpie understand difference real things pretend things,1,0,1,0,0,0,0,0
one month til someone birthday think time flaunt got something pretty awesome revenge,1,1,0,0,1,0,0,0
everybody talking first day fall summer 16 never going die revenge,1,0,1,0,0,0,0,0
first day fall quarter tomorrow excited anxious blargh,0,1,0,1,1,0,0,0
never seen fast furious tokyo drift boutta watch,0,1,0,0,1,0,0,0
blues bar,0,0,0,0,0,0,0,0
interesting photo mono lisa crying well whole scene very depressing el e6200,0,0,0,0,0,1,0,0
ted talk bubledygook sure could convince mass distrust decrying ted talk,1,1,1,0,1,0,0,0
way george bush left office 09 terrific leadership barack obama keep america great,1,0,1,0,1,0,0,0
lit really said response perceived forced jovial tone lid jeep onto gt,0,1,0,0,1,0,0,0
swear people not want see happy like try anything fuck got going,1,0,1,0,0,0,0,0
thank god fed not raise rate assume nervous world 990 new employee form afety net zilch,0,1,0,0,1,0,0,1
so fucking sad person love not try fighting happiness anything,1,0,1,0,0,1,0,0
more like every color look ame triggered colorblind offended,1,0,1,0,0,1,0,0
ntfc mourinho worried bringing ibra rushford panic,0,0,1,1,0,0,0,0
friend send ballons firework text amazing smiling,0,1,0,0,1,0,1,1
facebook depressing without even two apps want logging missed least two interesting event,0,1,1,0,0,1,0,0
complaining pessimism regret anger get,1,1,0,0,0,1,0,0
not going waste energy holding grudge someone not even life year laugh time release feeling dislike,0,1,0,0,1,0,0,0
black 43 read books p kid school prayer wl lv long fulfilling joyous peaceful god pleasing life,0,1,0,0,1,0,0,1
future planned feel so much happier goal life happy igotthis yay,0,1,0,0,1,0,0,0
mom remember narley died cried like baby bully,0,1,0,0,0,1,0,0
cheer love face alot prettier not frowning lit 3,0,1,0,0,1,0,0,1
despair underneath every action every attempt pierce armour numbness mgla,0,1,0,0,0,1,0,0
keep talkin shit trying offend just petty fuck,1,0,1,0,0,0,0,0
remember joey slagging england player bringing books crap tournament crap player bully,1,0,1,0,0,0,0,0
joke,0,1,1,0,1,0,0,0
sad music,0,0,0,0,0,1,0,0
heavyheart last couple day fear losing someone close amerikka kkops terence crutcher,0,0,0,1,0,1,0,0
laundry watching 70 show bunch stranger happy birthday,0,0,1,0,1,0,0,0
chuckle idea girl dragoness let frustrated growl blowing smoke nostril old man nodded,1,0,1,0,0,0,0,0
looking argument not engaging not even speaking words not raging,1,0,1,0,0,0,0,0
yell bye garbage cheerfully,0,0,1,0,1,0,0,0
new job training too much meat eating oh well also got approved dr lyft just need car day35 sober,0,1,0,0,1,0,0,0
freak okay heck moved fridge knock landlord door mad,1,0,1,0,0,0,0,0
picoftheday really funny picoftheday laughing loud random laugh chair funnypics virgin cafe,0,1,0,0,1,0,0,0
get gym discover forgot put gym shoe back bad rage wwhhyy,1,0,1,0,0,1,0,0
lion heart protect stormy sky always listening laughter tear,0,1,0,0,1,0,0,1
cheer,0,0,0,0,1,0,0,1
end day got happy,0,1,0,0,1,0,0,0
russiainsider really sad surprising 1 side russia fighting supporting pak epic centre terrorism,0,0,0,1,0,1,1,0
cover smile maybe get better,0,1,0,0,1,0,0,1
so scared ruffle feather resorted writing cryptic code uncle cam cabin,0,0,1,1,0,1,0,0
electro set pure enjoyment exhilarating captivating poetic raw exciting,0,0,0,0,1,0,0,0
yes specifically fuming not signing enough people,1,0,1,0,0,0,0,0
just reached 10k follower wow thanks blues mcfc ctid,0,1,0,0,1,0,1,1
afraid,1,0,1,1,0,0,0,0
getting hand freaked death god momma grendel,0,1,0,1,0,1,0,0
srry feeling offend,1,1,0,0,0,1,0,0
thought got mad anything boyfriend get mad little thing laughing freaking ass shit hilarious,1,1,1,0,1,0,0,0
one parking sensor still manages reverse things,0,0,1,0,0,1,1,0
fury road,1,0,1,0,0,0,0,0
laughing loud just wish understood crazy rabid fan addressed,1,1,1,0,1,0,0,0
future not fill existential dread even real person,0,1,1,1,0,1,0,0
even ref 5k fraud still treat like dirt no returned calls apology shocking customerservice,1,0,1,1,0,0,0,0
come join cakeclubhour tomorrow afternoon 3pm bizhour,0,1,0,0,1,0,0,0
body sleepy mind active so sad get ready work 30 minute damn restless,1,0,1,0,0,1,0,0
also madden not funniest game watch not much happening boring,1,1,1,0,0,1,0,0
grasp cobalt woman fairly easily fair cheeks would ignite fiery hue warm,0,0,0,0,0,0,0,0
too really hope writer decide gi u return mcdanno love resentment animosity finger crossed,0,1,0,1,1,0,0,0
today answered call college rep not realize got hear part lively debate evolution real,0,0,0,0,1,0,0,0
listening work slice sunshine dreary cube world 9to5life,0,1,0,0,1,0,0,1
tip wifi terrible past week slow dropping continuously no way calgary,1,0,1,0,0,1,0,0
new hate judge judy sponsorship style looking back thing worked recovery sober cantconacon,1,1,1,0,0,1,1,0
cheer punkin,0,1,0,0,1,0,0,0
matty dawson not scored,1,0,1,0,0,0,1,0
whole time watching lost glasses hilarious,0,1,0,0,1,0,0,0
liar bully president say every vote matter well sorry not get vote year 2020,1,0,1,0,0,0,0,0
good morning love happy first day fall let u make awesome autumnmemories annabailey,0,1,0,0,1,0,0,1
see things cloud others not see so elate,0,1,0,0,1,0,0,0
interviewed one irate group two filmmaker not li got stock statement not journalism,1,0,1,0,0,0,0,0
wonderful experience watching yesterday thankyou laughter,0,1,0,0,1,0,0,1
finished writing second book tonight somber sad youpromised havemercy author writer needpublisher beingedited workingonsidebook,0,1,0,0,1,1,0,0
tamra would fuck wung tamra kelly piece needstobeadmitted,1,0,0,0,1,0,0,0
anyyone want go fright fest friday night,0,1,0,1,1,0,0,0
wish kid stressful part whether gabriella troy would get back together not hsm2,0,0,0,1,0,1,0,0
loving too long otis redding blues,0,0,0,0,1,0,0,1
super pac full panic mode momentum trump pence16 maga,0,1,0,1,0,0,0,0
strong weak beautiful know flaw fearless afraid laugh known sadness,0,1,0,0,1,1,0,1
get animated opinion companion change monster classics,0,0,0,0,0,0,0,0
fear best beast product god theism theism bi ble afraid christianity hell heaven purgatory psychology jesus,0,1,0,1,1,0,0,1
one ep despair arc made happy going back future arc upset,1,0,1,0,0,1,0,0
look teef,1,0,0,0,0,0,1,0
seek conduct attack israel intended provoke reaction would inflame feeling within islamic world,1,0,0,1,0,0,0,0
come let u make hate make pout face,1,0,1,0,0,0,0,0
ntfc mourinho worried bringing ibra rushford,0,1,0,1,0,1,0,0
sparkling water nice know tried day,0,1,0,0,1,0,0,1
kik want swap pic post account anonymously wish kik vsvplou kik kikme snap nude tit snapchat,1,1,1,0,0,1,0,0
happy birthday blessed day love toronto birthday smile,0,0,0,0,1,0,0,1
also amazon prime would like help girl laughing loud serious,0,1,0,0,1,0,0,0
get embarrassed lightest things fret day hate,1,0,1,0,0,1,0,0
come serious situation glad gave deep thought,0,1,0,0,1,0,0,0
say outrage really faux outrage,1,0,1,0,0,0,0,0
let mr robot binge begin nerdshow compelling dark,0,1,1,1,0,0,0,0
watch amazing broadcast musically,0,1,0,0,1,0,0,1
head melted very tired not sleep,0,1,0,0,0,1,0,0
majority client family partner day job life write beautiful books awe gratitude ha dwork,0,1,0,0,1,0,0,1
angry bash frustration pastry g,1,0,0,0,0,0,0,0
took awfy long time spot goal disallowed,1,0,0,0,0,1,0,0
literally crack see post 2 years ago later,0,0,0,0,1,0,1,1
hard folk realize deep hatred murky end pool guy nuts,1,0,1,0,0,0,0,0
ultimately keith scott not man hand arrest warrant know enough cause outrage,1,0,0,1,0,0,0,0
easily forg child afraid dark real tragedy life men afraid light plato,0,1,0,0,1,0,0,0
fact presidential candidate speaks way trump alarming thought higher peer fuck t16,1,0,1,1,0,0,1,0
tvgirl like really pretty melancholic life hate,1,0,1,0,0,0,0,0
heard thought ether ex just posted facebook pic snuggling said cat just,1,0,1,0,0,0,0,0
not forget fear st bernard cujo,0,1,1,1,0,1,0,0
community policing lost,1,0,1,0,0,1,0,0
ooh hygge candle jasmine tea g,0,0,0,0,1,0,0,0
listen someone tie like,1,0,1,0,0,0,0,0
just love people make plan without actually including process,1,0,1,0,0,1,0,0
harwood gleeful new numbers bet money reporting look lose liarthiefscoundrel,1,0,1,0,1,0,0,0
like not 12 hour worth standing calorie burning 3 hour 1stworldprobs4vs,1,1,1,0,0,1,0,0
actually wait constant outrage thing get wick sometimes happened flick annoyance today,1,0,1,0,0,0,0,0
no foreign policy goofy secretary state john kerry devil may care pose jaunty blue scarf,1,0,1,0,0,0,0,0
hubby noah share somber thoughtful photo one dami ponytail standout highlight beautiful picture nice,0,1,0,0,1,0,0,1
got tremendous range,0,1,0,0,1,0,0,1
kitchen sink,0,1,1,0,0,1,0,0
bill new offense cordinator think more difficult game plan,0,1,0,0,0,0,0,0
